lon_map,lat_map
-54,49.42
-53.5,49.25
-54,48.83
-53.75,48.5
-53,48.58
-53.75,48.08
-53.92,47.75
-53.67,47.58
-53.33,48
-53,48.08
-53.25,47.58
-52.75,47.67
-52.92,47.17
-53.08,46.67
-53.67,46.67
-53.67,47.08
-54.17,46.83
-53.92,47.33
-54.42,47.42
-54.83,47.33
-55.33,46.83
-55.92,46.92
-55.42,47.17
-55.42,47.5
-56.08,47.58
-56.83,47.58
-57.58,47.58
-58.42,47.67
-59.17,47.5
-59.33,47.92
NaN,NaN
-87.17,63.67
-86.17,64.08
-86.42,64.67
-86.25,65.25
-86,65.67
-85,66.08
-84.67,65.58
-83.67,65.17
-82.5,64.83
-81.75,64.5
-81.25,64.08
-80.25,63.83
-81.17,63.42
-82,63.75
-82.83,64
-83.58,64
-84.17,63.67
-84.83,63.25
-85.75,63.17
-85.83,63.67
-87.17,63.67
NaN,NaN
-77.25,67.67
-76.5,68.25
-75.33,68.25
-74.83,67.92
-75,67.5
-75.67,67.25
-76.83,67.17
-77.25,67.67
NaN,NaN
-90,71.75
-90,72.33
-89.58,72.75
-89.08,73.17
-88,73.58
-87,73.83
-85.42,73.83
-85.065,73.823
-84.709,73.816
-84.355,73.808
-84,73.8
-84.38,73.733
-84.756,73.666
-85.13,73.598
-85.5,73.53
-86.08,73.25
-86.5,72.83
-86.42,72.42
-86.33,72
-85.33,71.67
-85.67,72.08
-85.58,72.5
-85.5,73
-84.33,73.42
-82.92,73.75
-81.67,73.83
-81.17,73.58
-81.5,73.13
-80.83,72.67
-81.17,72.17
-81.17,72.17
-80.17,72.47
-79,72.47
-77.83,72.8
-76.83,72.7
-75.75,72.5
-74.33,72.58
-74,72.25
-74,71.75
-72.42,71.67
-71.25,71.42
-69.75,70.83
-68.33,70.5
-68.119,70.375
-67.91,70.25
-67.704,70.125
-67.5,70
-67.607,69.895
-67.712,69.79
-67.817,69.685
-67.92,69.58
-67.623,69.478
-67.329,69.376
-67.038,69.273
-66.75,69.17
-67.084,69.128
-67.418,69.086
-67.749,69.043
-68.08,69
-68.08,68.5
-66.75,68.08
-65.17,68.08
-64.25,67.67
-63.17,67.33
-62.17,67
-61.42,66.67
-62.08,66.08
-62.33,65.67
-63.5,65.5
-63.83,65
-65,65.33
-65.5,65.92
-67.17,66.42
-67.17,66.42
-67.42,65.75
-66.83,65.25
-65.75,64.83
-65.08,64.5
-65,64
-64.25,63.58
-64.5,62.92
-65.75,62.92
-66.83,63.25
-67.75,63.58
-68.92,63.83
-68.5,63.42
-67.75,63.08
-66.92,62.67
-66.17,62.33
-66.17,61.92
-67.17,62
-68.08,62.17
-69,62.42
-69.33,62.67
-70.33,62.83
-71.08,63
-71.92,63.33
-71.92,63.75
-72.75,64
-73.67,64.17
-74.67,64.42
-75.75,64.5
-76.5,64.25
-78,64.25
-78,64.25
-78.58,64.67
-78.25,65.08
-77.67,65.17
-77.5,65.5
-76,65.33
-74.67,65.33
-73.67,65.67
-74.58,66.17
-73.75,66.5
-73,66.92
-72.834,67.003
-72.667,67.085
-72.499,67.168
-72.33,67.25
-72.414,67.355
-72.498,67.46
-72.584,67.565
-72.67,67.67
-73,68.17
-74.25,68.5
-75,69
-76.17,68.67
-75.83,69.33
-77.5,69.83
-78.08,70.25
-79,69.75
-79.83,69.58
-81.33,70
-82.33,69.92
-84.33,70.08
-85.75,70.08
-87.33,70.42
-88.25,70.83
-89,71.33
-90,71.75
NaN,NaN
-80.5,73.75
-79.25,73.83
-77.83,73.78
-76.75,73.58
-76.42,73.17
-76.58,72.87
-78.17,72.98
-79.17,72.83
-80.5,72.98
-80.83,73.42
-80.5,73.75
NaN,NaN
-96.58,75
-95.67,75.55
-94.5,75.55
-93.75,75.2
-93.75,74.67
-95.33,74.82
-96.58,75
NaN,NaN
-96.17,77.03
-94.33,76.92
-93,76.65
-91.25,76.65
-90.75,76.37
-90.477,76.32
-90.206,76.271
-89.937,76.22
-89.67,76.17
-89.796,76.123
-89.922,76.075
-90.046,76.028
-90.17,75.98
-89.81,75.911
-89.453,75.841
-89.1,75.771
-88.75,75.7
-86.75,75.58
-84.83,75.82
-83.08,75.72
-81.58,75.72
-79.83,75.47
-79.83,75.08
-80.42,74.67
-82.17,74.5
-83.67,74.75
-84.75,74.42
-86.5,74.42
-88.17,74.47
-90,74.53
-92,74.75
-92.17,75.25
-91.83,75.67
-92.17,76.08
-93.25,76.33
-95.08,76.25
-96.25,76.67
-96.17,77.03
NaN,NaN
-95,80
-95,80.45
-93.75,80.8
-93.58,81.25
-92,81.25
-91.33,80.8
-90.25,80.5
-88,80.42
-87.789,80.358
-87.58,80.295
-87.374,80.233
-87.17,80.17
-87.299,80.065
-87.425,79.96
-87.549,79.855
-87.67,79.75
-87.229,79.721
-86.79,79.691
-86.354,79.661
-85.92,79.63
-85.92,79.25
-87.25,79
-88.08,78.53
-89.25,78.17
-92,78.17
-93.33,78.53
-93.67,78.98
-93.17,79.33
-93.83,79.72
-95,80
NaN,NaN
-90.5,81.5
-89,81.92
-86.67,81.92
-86.67,81.92
-86.67,82.13
-85,82.33
-82.58,82.58
-80.75,82.92
-76.83,83.05
-74.5,82.98
-72.5,83.08
-69.75,83.08
-67.17,82.92
-64.42,82.8
-62.92,82.55
-61.17,82.42
-61.17,82.2
-62.5,81.95
-64.25,81.67
-64.33,81.42
-66.75,80.95
-68.83,80.58
-70,80.2
-71.5,79.72
-74,79.5
-75,79
-75,78.5
-75.83,78
-78,77.92
-77.67,77.58
-79.25,77.25
-77.75,76.83
-79,76.42
-81,76.17
-81,76.17
-81.58,76.5
-82.67,76.33
-84,76.42
-85.17,76.25
-87.75,76.33
-89.5,76.42
-89.5,76.83
-88.17,77.13
-87.88,77.16
-87.588,77.191
-87.295,77.22
-87,77.25
-87.248,77.293
-87.497,77.335
-87.748,77.378
-88,77.42
-88,77.83
-87.398,77.854
-86.794,77.878
-86.188,77.899
-85.58,77.92
-86.072,77.984
-86.57,78.047
-87.072,78.109
-87.199,78.124
-87.325,78.14
-87.453,78.155
-87.58,78.17
-87.486,78.206
-87.391,78.243
-87.296,78.279
-87.2,78.316
-86.81,78.461
-86.41,78.606
-86,78.75
-85.648,78.781
-85.294,78.811
-84.938,78.841
-84.58,78.87
-84.724,78.965
-84.87,79.06
-85.019,79.155
-85.17,79.25
-85.17,79.7
-86.67,79.87
-85.83,80.42
-83.67,80.25
-82.5,80.47
-79.58,80.63
-77.67,80.92
-80.67,80.8
-83.5,80.8
-85.5,80.67
-88.25,80.67
-90,81
-90.5,81.5
NaN,NaN
-99.5,79.9
-98.83,80.17
-97.67,79.75
-99.5,79.9
NaN,NaN
-106.33,79.2
-105.67,79.38
-104.25,79.38
-103,79.2
-101.42,79.2
-100,78.88
-100,78.48
-99.58,78.13
-98.58,78.08
-98.17,78.48
-98,78.9
-95.83,78.55
-95.42,78.3
-95.83,78
-97.17,77.97
-98.83,77.92
-100,77.75
-100.83,78.17
-102.17,78.17
-104.17,78.3
-105,78.53
-104.17,78.83
-105.92,79
-106.33,79.2
NaN,NaN
-97,77.67
-95,77.83
-92.5,77.8
-92.33,77.57
-93.17,77.35
-95.17,77.47
-97,77.67
NaN,NaN
-105.67,77.67
-104.75,77.75
-104.58,77.43
-104,77.08
-105.33,77.18
-105.67,77.67
NaN,NaN
-105,76.58
-104,76.63
-103,76.37
-102,76
-101.92,76.42
-101.25,76.7
-99.5,76.67
-98,76.38
-98,76
-97.83,75.58
-98.33,75.07
-100.58,75.07
-101.5,75.63
-103,75.42
-104,75.83
-104.25,76.17
-105,76.58
NaN,NaN
-104.75,75.12
-104.25,75.47
-103.58,75.13
-104.75,75.12
NaN,NaN
-102.92,72.92
-102,73.07
-100.5,73.03
-101.42,73.5
-101.25,73.83
-100.17,74
-98.83,73.92
-97.75,74.13
-97.579,74.005
-97.41,73.88
-97.244,73.755
-97.08,73.63
-97.335,73.515
-97.587,73.401
-97.835,73.285
-98.08,73.17
-97.725,73.123
-97.371,73.076
-97.02,73.028
-96.67,72.98
-96.25,72.42
-96.42,71.83
-97.83,71.67
-99,71.33
-99.92,71.83
-100.92,72.25
-102,72.25
-102.33,72.63
-102.92,72.92
NaN,NaN
-113.75,78.25
-113,78.5
-110.75,78.58
-108.92,78.38
-109.58,78.2
-111,78.17
-112,78.3
-113.75,78.25
NaN,NaN
-115.5,77.92
-114.25,78.08
-114.08,77.75
-114.83,77.7
-115.5,77.92
NaN,NaN
-113.58,77.75
-112.25,77.87
-111.08,78.02
-110.81,78.023
-110.54,78.026
-110.27,78.028
-110,78.03
-110.04,77.918
-110.09,77.805
-110.13,77.693
-110.17,77.58
-111.75,77.33
-113.25,77.42
-113.58,77.75
NaN,NaN
-119.5,75.58
-118.92,75.9
-117.75,76.13
-118.08,75.75
-118.5,75.48
-119.5,75.58
NaN,NaN
-124.17,76.25
-122.75,76.5
-121.67,76.88
-120.5,77.15
-119.33,77.33
-117.67,77.3
-116.75,77.58
-115.5,77.33
-116.58,77.08
-116.17,76.72
-117.5,76.3
-118.92,76.5
-119.5,76.17
-120.58,75.83
-121.92,75.92
-123.08,75.87
-124.17,76.25
NaN,NaN
-117.75,75.25
-117.17,75.67
-117.17,75.67
-116.42,76.13
-115.75,76.47
-114.33,76.42
-112.75,76.17
-112,75.92
-111.42,75.57
-110.92,75.554
-110.42,75.537
-109.92,75.519
-109.42,75.5
-109.58,75.583
-109.75,75.665
-109.91,75.748
-110.08,75.83
-110.02,75.898
-109.96,75.965
-109.89,76.033
-109.83,76.1
-110.06,76.138
-110.29,76.175
-110.52,76.213
-110.75,76.25
-110.57,76.333
-110.38,76.415
-110.19,76.498
-110,76.58
-109.17,76.8
-108.58,76.33
-107,76.02
-105.67,75.87
-106,75.47
-106.17,75.03
-107.42,74.95
-109.5,75
-110.67,74.8
-111.67,74.53
-112.75,74.42
-114,74.5
-114.5,74.72
-113.25,74.92
-114.25,75.25
-115.25,74.97
-116.33,75.13
-117.75,75.25
NaN,NaN
-119,71.6
-118.83,72.03
-118,72.3
-118,72.58
-117,72.83
-115.75,73.02
-114.83,73.3
-113.67,73.3
-113.25,72.72
-111.92,73.08
-110.83,72.85
-109.58,73
-108,72.67
-107.42,73.17
-106.58,73.67
-105,73.7
-104.17,73.42
-104.67,73.05
-105.5,72.58
-105.17,72.17
-104.58,71.63
-104.58,71.63
-104.75,71.05
-103.75,70.67
-102.33,70.4
-100.67,70.22
-100.83,69.75
-102,69.67
-101.5,69.3
-102.58,69
-103.83,68.87
-105.08,69.15
-106,69.5
-107.08,69.17
-108.42,69
-110,68.75
-111.67,68.65
-113.08,68.58
-113.75,69.25
-115.17,69.25
-116.42,69.5
-116.75,70.12
-115.5,70.17
-114,70.17
-112.67,70.42
-114,70.7
-115.42,70.67
-117.08,70.75
-118.08,71.03
-117.75,71.37
-119,71.6
NaN,NaN
-125.25,72.08
-124.67,72.5
-124,72.98
-123.75,73.5
-124.42,74.08
-122.67,74.25
-121.17,74.5
-119.42,74.25
-117.58,74.25
-116.58,73.83
-115.08,73.5
-116.5,73.2
-117.83,72.92
-119.25,72.58
-119.67,71.92
-120.58,71.42
-121.75,71.33
-123.08,71.08
-123.83,71.67
-125.25,72.08
NaN,NaN
165.69,55.337
166.23,55.372
166.17,55.221
166.65,54.897
166.61,54.719
166.47,54.748
166.44,54.87
166.3,54.862
165.99,55.099
166.02,55.146
165.69,55.337
NaN,NaN
172.5,52.92
172.83,53
173.33,52.83
172.92,52.75
172.5,52.92
NaN,NaN
-177.92,51.713
-178.23,51.76
-178.3,51.887
-178.18,51.913
-177.91,51.866
-177.8,51.747
-177.92,51.713
NaN,NaN
-176.92,51.67
-176.75,51.92
-176.33,51.75
-176.92,51.67
NaN,NaN
-174.19,52.072
-174.38,52.091
-174.55,52.203
-174.3,52.272
-174.35,52.418
-173.98,52.174
-174.19,52.072
NaN,NaN
-169.17,52.75
-168.5,53.5
-168,53.58
-168,53.33
-168.33,53.17
-169.17,52.75
NaN,NaN
-167.67,53.33
-167.17,53.67
-167.17,54
-166.42,54
-166.42,53.7
-167,53.5
-167.67,53.33
NaN,NaN
-171.75,63.67
-170.5,63.67
-169.83,63.42
-168.83,63.33
-169.83,63.08
-170.75,63.42
-171.75,63.33
-171.75,63.67
NaN,NaN
-167.42,60.17
-166.75,60.25
-166.08,60.33
-165.5,60.25
-165.5,60
-166.17,59.83
-166.83,59.92
-167.42,60.17
NaN,NaN
-154.83,57.25
-153.92,57.75
-153.25,58.08
-152.5,58.42
-152.08,58.17
-152.31,58.108
-152.54,58.046
-152.77,57.983
-153,57.92
-152.87,57.898
-152.75,57.875
-152.62,57.853
-152.5,57.83
-152.25,57.5
-153.08,57.33
-153.42,57
-154.08,56.75
-154.83,57.25
NaN,NaN
-133.08,54.17
-132.33,54.08
-131.67,54.08
-132,53.58
-131.67,53.08
-131.83,52.75
-131.33,52.5
-131,52
-131.83,52.42
-132.25,52.83
-132.5,53.33
-133,53.58
-133.08,54.17
NaN,NaN
-128.33,50.67
-127.92,50.83
-127.17,50.58
-126.25,50.42
-125.5,50.25
-125,49.75
-124.42,49.33
-123.67,48.92
-123.17,48.5
-123.67,48.33
-124.25,48.5
-125,48.75
-125,49
-125.5,49
-125.92,49.25
-126.5,49.42
-126.42,49.67
-127.08,49.92
-127.75,50.17
-128.33,50.67
NaN,NaN
-73,78.17
-72.33,78.58
-70.33,78.75
-68.67,79.02
-65.67,79.2
-64.5,79.75
-65,80.08
-65,80.08
-65.667,80.082
-66.335,80.083
-67.003,80.082
-67.67,80.08
-67.448,80.193
-67.221,80.305
-66.988,80.418
-66.75,80.53
-65,80.92
-63.75,81.18
-61.83,81.13
-61.25,81.42
-62,81.75
-59.33,82.08
-54.5,82.33
-51.25,82
-50.5,82.47
-47.33,82.42
-46.5,82.83
-44,83.2
-39.5,83.42
-36,83.65
-31.5,83.58
-27.33,83.55
-24.83,83.25
-24,82.98
-21.67,82.85
-21.24,82.781
-20.819,82.711
-20.406,82.641
-20,82.57
-20.556,82.509
-21.103,82.446
-21.641,82.383
-22.17,82.32
-25.58,82.22
-26.245,82.229
-26.912,82.237
-27.581,82.244
-28.25,82.25
-28.652,82.206
-29.049,82.161
-29.442,82.116
-29.83,82.07
-28.705,82.075
-27.58,82.076
-26.455,82.075
-25.33,82.07
-25.33,81.973
-25.33,81.875
-25.33,81.778
-25.33,81.68
-23.67,81.75
-23.67,82.03
-23.67,82.03
-21.67,82.08
-21.33,81.8
-22,81.63
-23.67,81.37
-24.83,80.92
-22.5,81.08
-20.75,81.32
-19.5,81.58
-18.17,81.48
-16.42,81.8
-13.25,81.68
-12.842,81.591
-12.443,81.501
-12.053,81.411
-11.67,81.32
-12.367,81.179
-13.042,81.037
-13.696,80.894
-14.33,80.75
-15.83,80.42
-17.17,79.97
-18.08,79.53
-18.5,79.13
-19.5,78.83
-19.17,78.42
-19.67,77.92
-18.83,77.58
-18.17,77.08
-18.42,76.75
-20.33,76.92
-21.42,76.67
-21.5,76.3
-20,76.2
-19.42,75.7
-19.42,75.2
-20.08,74.67
-20.08,74.67
-18.83,74.67
-19.25,74.25
-21.5,74
-20.33,73.83
-20.33,73.47
-21.58,73.42
-22.17,73.25
-22.379,73.2
-22.587,73.15
-22.794,73.1
-23,73.05
-22.749,73.018
-22.498,72.986
-22.249,72.953
-22,72.92
-21.75,72.42
-22,72.08
-23.33,72.3
-24.58,72.5
-23.67,72.17
-22.58,71.83
-21.75,71.42
-21.75,71
-21.83,70.5
-23.08,70.42
-24,70.58
-24.25,71
-24.5,71.33
-25.5,71.17
-25.25,70.67
-26.33,70.42
-26.33,70.17
-25.08,70.42
-23.75,70.17
-23.436,70.148
-23.124,70.126
-22.811,70.103
-22.5,70.08
-22.669,69.998
-22.838,69.915
-23.004,69.833
-23.17,69.75
-23.17,69.75
-24.25,69.42
-25.25,69.08
-26.25,68.83
-27.5,68.58
-28.75,68.42
-30,68.17
-31.33,68.17
-32.17,67.92
-33,67.5
-33.42,67.08
-33.92,66.67
-34.75,66.33
-35.67,66
-37,65.67
-38.5,65.67
-39.67,65.5
-40,65.08
-41,65.17
-40.42,64.5
-40.5,64
-40.75,63.5
-41.5,63
-42.42,62.67
-42,62
-42.5,61.5
-42.75,61
-42.83,60.5
-43.25,60
-43.92,59.83
-45.17,60.17
-45.17,60.17
-45.75,60.58
-46.67,60.75
-48,60.83
-49,61.42
-49.5,61.92
-50.08,62.5
-50.33,62.83
-51.25,63.58
-51.33,64
-52,64.33
-52,64.92
-52.42,65.5
-53.5,66
-53.5,66.5
-53.75,67
-53.67,67.58
-53.33,68.17
-52.58,68.58
-51,68.58
-50.75,69.33
-51.25,69.92
-52.17,69.47
-53.67,69.3
-54.83,69.67
-54.58,70.25
-54.25,70.83
-52.83,70.8
-51.25,70.5
-51.58,71
-52.75,71.17
-52.75,71.17
-53.33,71.75
-54,71.42
-55.25,71.42
-55.75,71.68
-55.33,72.17
-55.83,72.58
-55.5,73.17
-55.67,73.58
-56.5,74
-56.5,74.5
-57.5,74.97
-58.33,75.32
-58.33,75.67
-60,75.82
-61.67,76.17
-63.42,76.17
-65.33,76.13
-66.58,75.92
-68.5,76.13
-69.5,76.38
-68.75,76.6
-70.25,76.8
-71.17,77.02
-70,77.25
-68.42,77.35
-70,77.58
-70.33,77.92
-71.67,77.87
-73,78.17
NaN,NaN
-24.33,65.5
-23.75,65.83
-23.67,66.17
-23,66.17
-23,66.42
-22.25,66.33
-21.5,66
-21.42,65.42
-21.42,65.42
-20.33,65.58
-20.25,66.08
-19.67,65.83
-19.25,66.08
-18.25,66.17
-17.58,66
-16.83,66.17
-16.25,66.5
-15.67,66.25
-14.75,66.33
-14.67,65.75
-13.67,65.5
-13.67,64.92
-14.5,64.42
-15.83,64.17
-16.75,63.83
-17.67,63.75
-18.75,63.42
-20,63.58
-21,63.83
-21.437,63.832
-21.875,63.833
-22.313,63.832
-22.75,63.83
-22.565,63.935
-22.378,64.04
-22.19,64.145
-22,64.25
-22.143,64.375
-22.287,64.5
-22.433,64.625
-22.58,64.75
-24,64.75
-22.83,65.08
-22.644,65.165
-22.457,65.25
-22.269,65.335
-22.08,65.42
-22.247,65.46
-22.414,65.5
-22.582,65.54
-22.75,65.58
-23.58,65.42
-24.33,65.5
NaN,NaN
-9.054,70.895
-8.5062,71.017
-8.3081,71.151
-7.9249,71.152
-8.005,70.991
-8.2556,70.922
-8.6084,70.907
-9.0474,70.806
-9.054,70.895
NaN,NaN
-18.83,75.4
-17.92,75.05
-18.83,75
-18.83,75.4
NaN,NaN
9.33,0
9.33,0.5
9.58,0.92
9.25,1.08
9.5,1.5
9.67,1.92
9.75,2.5
9.92,3.08
9.58,3.5
9.33,3.92
8.92,4
8.83,4.5
8.42,4.5
8,4.42
7.5,4.42
7,4.33
6.5,4.25
6,4.25
5.42,4.58
5.25,5.25
5,5.92
4.5,6.33
4,6.5
3.42,6.5
2.83,6.42
2.33,6.42
1.83,6.33
1.83,6.33
1.25,6.17
1,5.83
0.33,5.83
-0.25,5.5
-0.67,5.25
-1.08,5.17
-1.58,5
-2,4.75
-2.58,5
-3.08,5.08
-3.83,5.25
-4.33,5.25
-4.75,5.17
-5.33,5.08
-5.92,5
-6.33,4.67
-6.92,4.58
-7.42,4.25
-7.83,4.33
-8.33,4.5
-8.92,4.92
-9.42,5.25
-9.83,5.58
-10.33,6.08
-11,6.42
-11.42,6.83
-11.92,7.08
-12.42,7.33
-12.92,7.83
-13.08,8.25
-13.08,8.25
-13.17,8.67
-13.25,9.17
-13.58,9.58
-14,10
-14.42,10.25
-14.67,10.67
-15,11.08
-15.42,11.25
-15.5,11.92
-15.92,11.83
-16.33,12.08
-16.75,12.33
-16.75,12.92
-16.67,13.42
-16.75,14
-17,14.5
-17.42,14.75
-17,15
-16.75,15.42
-16.42,15.83
-16.42,16.5
-16.25,17
-16.08,17.5
-16,18
-16,18.5
-16.17,19
-16.5,19.5
-16.17,19.83
-16.17,20.33
-16.58,20.75
-16.58,20.75
-17,21.08
-16.92,21.58
-16.83,22.08
-16.5,22.33
-16.25,22.75
-16,23.42
-15.75,23.83
-15.42,24.25
-15,24.67
-14.75,25.25
-14.58,25.67
-14.42,26.17
-14.17,26.42
-13.67,26.67
-13.42,27
-13.25,27.5
-12.92,27.92
-12.17,28
-11.5,28.25
-11.17,28.67
-10.58,28.92
-10.17,29.33
-9.83,29.75
-9.58,30.33
-9.83,30.67
-9.83,31.5
-9.5,31.75
-9.25,32.17
-9.25,32.5
-8.83,32.83
-8.83,32.83
-8.5,33.25
-8,33.5
-7.42,33.67
-6.83,34
-6.58,34.42
-6.33,34.83
-6.17,35.25
-5.92,35.75
-5.42,35.83
-5.17,35.5
-4.5,35.17
-4.08,35.25
-3.42,35.25
-3,35.33
-2.42,35.08
-1.92,35.17
-1.25,35.42
-1,35.75
-0.5,35.83
0,35.92
0.5,36.25
1,36.5
1.75,36.58
2.42,36.67
2.92,36.83
3.42,36.83
3.83,36.92
4.42,36.92
5,36.83
5.33,36.67
5.33,36.67
5.83,36.75
6.25,37
7,36.83
7.42,37
8.17,36.83
8.67,36.92
9.08,37.17
9.58,37.25
10.08,37.17
10.33,36.67
11,36.92
10.75,36.5
10.42,36.33
10.58,35.75
10.92,35.58
11,35.17
10.75,34.75
10.33,34.42
10,34.17
10.08,33.75
10.5,33.58
10.92,33.67
11.08,33.25
11.67,33
12.17,32.83
12.83,32.83
13.58,32.75
14.17,32.67
14.75,32.42
15.33,32.25
15.33,32.25
15.33,31.75
15.58,31.5
16.08,31.25
16.67,31.17
17.5,31
18.17,30.67
18.67,30.33
19.17,30.25
19.58,30.42
19.92,30.67
20.08,31.08
20,31.5
19.958,31.583
19.915,31.665
19.873,31.748
19.83,31.83
19.892,31.915
19.955,32
20.017,32.085
20.08,32.17
20.67,32.58
21.25,32.75
21.83,32.83
22.5,32.75
23.08,32.58
23.17,32.17
23.75,32.08
24.33,31.92
24.92,31.92
25.17,31.5
25.75,31.58
26.33,31.5
26.92,31.42
27.33,31.25
27.83,31.08
28.42,31.08
28.42,31.08
29,30.83
29.5,30.92
30,31.17
30.58,31.42
31.17,31.5
31.83,31.42
31.75,31.08
32.15,30.92
32.253,30.69
32.356,30.46
32.458,30.23
32.56,30
32.517,29.958
32.455,29.915
32.392,29.873
32.33,29.83
32.393,29.728
32.455,29.625
32.518,29.523
32.58,29.42
32.67,29
32.92,28.58
33.25,28.17
33.58,27.83
33.67,27.42
33.92,27.08
34,26.67
34.33,26.17
34.5,25.75
34.75,25.25
35,24.83
35.25,24.33
35.58,24
35.5,23.58
35.58,23.25
35.83,22.75
36.17,22.5
36.58,22.25
36.92,22.08
36.92,21.5
37.25,21.08
37.25,20.75
37.17,20.25
37.25,19.67
37.33,19.25
37.58,18.67
38.08,18.42
38.08,18.42
38.58,18
38.83,17.58
39.08,17.08
39.17,16.5
39.25,16
39.5,15.58
39.83,15.5
40.08,15
40.67,14.75
41.17,14.58
41.58,14.08
42.08,13.67
42.42,13.25
42.83,12.83
43.25,12.42
43.42,11.92
42.92,11.67
43.25,11.42
43.58,11.08
43.92,10.67
44.25,10.42
44.75,10.33
45.25,10.5
45.75,10.75
46.33,10.67
46.83,10.75
47.42,11.08
48,11.08
48.5,11.25
49,11.17
49,11.17
49.58,11.33
50.17,11.5
50.58,11.92
51.17,11.75
51.08,11
51,10.42
50.75,10
50.75,9.42
50.42,8.92
50.17,8.5
49.92,8.17
49.75,7.67
49.5,7.25
49.25,6.75
49.08,6.33
48.92,5.75
48.5,5.42
48.17,5.08
47.92,4.58
47.67,4.17
47.25,3.75
46.92,3.42
46.5,3
46.17,2.58
45.75,2.25
45.33,1.92
44.83,1.75
44.42,1.42
44,1
43.58,0.75
43.58,0.75
43.17,0.42
42.92,0
42.42,-0.42
42.08,-0.92
41.75,-1.25
41.5,-1.75
41.08,-2.08
40.67,-2.5
40.25,-2.42
40.25,-3
39.92,-3.58
39.58,-4.17
39.33,-4.58
39.08,-5.08
38.92,-5.58
38.75,-6.08
39.17,-6.58
39.58,-7.08
39.33,-7.58
39.33,-8.17
39.42,-8.83
39.67,-9.42
39.83,-9.92
40.17,-10.17
40.5,-10.5
40.5,-11
40.42,-12.5
40.5,-12
40.5,-12.42
40.42,-13
40.42,-13
40.58,-13.58
40.58,-14.08
40.75,-14.67
40.67,-15.17
40.42,-15.58
40.08,-16
39.75,-16.33
39.25,-16.75
38.92,-17.08
38.25,-17.17
37.83,-17.33
37.33,-17.5
37,-17.92
36.67,-18.33
36.25,-18.83
35.83,-19
35.5,-19.42
35.17,-19.67
34.75,-20
34.67,-20.5
35,-20.83
35.17,-21.42
35.33,-22.08
35.5,-22.5
35.5,-23.08
35.42,-23.5
35.5,-24
35.25,-24.5
34.92,-24.75
34.42,-24.92
34.42,-24.92
33.75,-25.17
33.42,-25.33
32.92,-25.5
32.58,-26.08
32.92,-26.25
32.92,-26.58
32.92,-27
32.75,-27.5
32.58,-28.08
32.42,-28.58
32,-28.83
31.5,-29.17
31.25,-29.58
30.92,-30
30.67,-30.5
30.42,-30.92
30,-31.33
29.58,-31.67
29.25,-32
28.83,-32.42
28.5,-32.75
28.08,-33
27.5,-33.33
27.08,-33.67
26.58,-33.75
26,-33.75
25.75,-34
25.08,-34
24.75,-34.25
24.25,-34.17
24.25,-34.17
23.67,-34
23.25,-34.17
22.67,-34.08
22.08,-34.17
21.75,-34.42
21.08,-34.42
20.5,-34.5
20.17,-34.75
19.58,-34.75
19.17,-34.42
18.75,-34.08
18.42,-34.25
18.42,-33.83
18.25,-33.42
17.83,-32.83
18.08,-32.83
18.33,-32.58
18.25,-32
17.92,-31.42
17.58,-31
17.33,-30.58
17.17,-30
16.92,-29.58
16.75,-29
16.42,-28.58
15.92,-28.25
15.67,-27.83
15.33,-27.5
15.25,-27
15.08,-26.42
15.08,-26.42
14.92,-25.92
14.83,-25.5
14.83,-25
14.58,-24.42
14.5,-24
14.5,-23.5
14.42,-22.92
14.5,-22.5
14.33,-22.08
13.92,-21.67
13.75,-21.25
13.42,-20.83
13.25,-20.25
12.92,-19.75
12.67,-19.25
12.42,-18.83
12.08,-18.5
11.83,-17.92
11.75,-17.42
11.75,-17
11.83,-16.5
11.83,-16
12.08,-15.5
12.17,-15
12.33,-14.5
12.5,-13.92
12.67,-13.33
13,-12.92
13.42,-12.67
13.67,-12.25
13.67,-12.25
13.83,-11.83
13.92,-11.25
13.83,-10.67
13.58,-10.33
13.33,-9.92
13.17,-9.42
13,-9.17
13.42,-8.67
13.25,-8.17
13,-7.75
12.92,-7.25
12.67,-6.75
12.42,-6.42
12.33,-6
12.17,-5.75
12.17,-5.33
11.92,-4.92
11.58,-4.5
11.33,-4.08
11,-3.75
10.67,-3.42
10.33,-3.08
9.83,-2.75
9.5,-2.25
9.17,-1.83
9,-1.33
8.75,-0.83
9.25,-0.5
9.33,0
NaN,NaN
32.58,30
32.17,30.92
32.33,31.25
32.67,31
33.25,31.08
34,31.17
34.33,31.5
34.67,32
34.83,32.5
35,33
35.25,33.5
35.5,34.08
35.83,34.5
35.75,35
35.75,35.67
35.92,36
35.75,36.33
36.08,36.67
36,36.92
35.5,36.58
35.17,36.58
34.5,36.83
34.08,36.5
33.58,36.17
33.58,36.17
33.17,36.17
32.75,36
32.25,36.17
32,36.5
31.25,36.75
30.67,36.83
30.5,36.42
29.75,36.17
29.25,36.33
28.58,36.75
28,36.75
28.17,37
27.67,37
27.545,37
27.42,37
27.295,37
27.17,37
27.252,37.083
27.335,37.165
27.417,37.248
27.5,37.33
27.395,37.393
27.29,37.455
27.185,37.518
27.08,37.58
27.17,37.92
26.75,38.08
26.25,38.25
26.33,38.58
26.67,38.33
26.92,38.42
26.75,38.67
26.67,39.25
26.83,39.5
26,39.42
